Section | Citation | ToA Name | ToA Year | Extracted Name | Extracted Date | Cluster
ToA | CitationResult(citation='192 Wn. App. 503,368 P.3d 222', case_name=None, extracted_case_name=None, extracted_date='1980', canonical_name=None, canonical_date=None, verified=False, url=None, court=None, docket_number=None, confidence=0.7999999999999999, method='regex', pattern='wash_complete', context='359 (2007) ................................ 23 State v. York, 28 Wn. App. 33,621 P.2d 784 (1980) ........................... 12, 13 State v. Zamudio, 192 Wn. App. 503,368 P.3d 222 (2016) ..................... .31 -VI-TABLE OF AUTHORITIES (continued) Federal Cases Garrity v. State ofN.J., 385 U.S. 493, 87 S.Ct. 616, 17 L.Ed. 2d', start_index=3112, end_index=3141, is_parallel=True, is_cluster=False, parallel_citations=[], cluster_members=[], pinpoint_pages=[], docket_numbers=[], case_history=[], publication_status=None, source='regex', error=None, metadata={'is_in_cluster': False, 'cluster_id': None, 'cluster_size': 0, 'cluster_members': [], 'cluster_extracted_case_name': None, 'cluster_extracted_date': None}, cluster_id=None) |  |  |  | 1980 | 
ToA | CitationResult(citation='368 P.3d 222', case_name=None, extracted_case_name=None, extracted_date='1980', canonical_name=None, canonical_date=None, verified=False, url=None, court=None, docket_number=None, confidence=0.7999999999999999, method='regex', pattern='flexible_p3d', context='.......................... 23 State v. York, 28 Wn. App. 33,621 P.2d 784 (1980) ........................... 12, 13 State v. Zamudio, 192 Wn. App. 503,368 P.3d 222 (2016) ..................... .31 -VI-TABLE OF AUTHORITIES (continued) Federal Cases Garrity v. State ofN.J., 385 U.S. 493, 87 S.Ct. 616, 17 L.Ed. 2d', start_index=3129, end_index=3141, is_parallel=False, is_cluster=False, parallel_citations=[], cluster_members=[], pinpoint_pages=[], docket_numbers=[], case_history=[], publication_status=None, source='regex', error=None, metadata={'is_in_cluster': False, 'cluster_id': None, 'cluster_size': 0, 'cluster_members': [], 'cluster_extracted_case_name': None, 'cluster_extracted_date': None}, cluster_id=None) |  |  |  | 1980 | 
Main Body | CitationResult(citation='621 P.2d 784', case_name=None, extracted_case_name='State v. York', extracted_date='1980', canonical_name=None, canonical_date=None, verified=False, url=None, court=None, docket_number=None, confidence=0.0, method='regex', pattern='flexible_p2d', context='amora. The record does not support such an assumption. Nor does the case Mr. Zamora cites support his proposition. State v. York, 28 Wn. App. 33, 34, 621 P.2d 784, 785 (1980), was a case about dishonest acts in an officer\'s past. The Court cited ER 608 and stated "The trial court, in its exercise of discretion,', start_index=12904, end_index=12916, is_parallel=True, is_cluster=False, parallel_citations=['28 Wn. App. 33'], cluster_members=[], pinpoint_pages=[], docket_numbers=[], case_history=[], publication_status=None, source='Unknown', error=None, metadata={'is_in_cluster': True, 'cluster_id': 'cluster_proximity_2', 'cluster_size': 2, 'cluster_members': ('28 Wn. App. 33', '621 P.2d 784'), 'cluster_extracted_case_name': 'State v. York', 'cluster_extracted_date': None, 'cluster_canonical_name': 'State v. York', 'cluster_canonical_date': None, 'cluster_url': None, 'cluster_confidence': 0.0, 'cluster_type': 'proximity'}, cluster_id=None) |  |  | State v. York | 1980 | 
ToA | CitationResult(citation='104 S.Ct. 2052', case_name=None, extracted_case_name=None, extracted_date='1984', canonical_name=None, canonical_date=None, verified=False, url=None, court=None, docket_number=None, confidence=0.0, method='regex', pattern='s_ct', context='87 S.Ct. 616, 17 L.Ed. 2d 562 (1967) .............................................................. 5, 18, 19 Strickland v. Washington, 466 U.S. 668, 104 S.Ct. 2052, 80 L.Ed. 2d 674 (1984) ...................................................................... 6, 7 Terry v. Ohio, 392 U.S. 1, 88 S.Ct. 1868, 20 L.Ed', start_index=3415, end_index=3429, is_parallel=True, is_cluster=False, parallel_citations=['466 U.S. 668', '80 L.Ed. 2d 674'], cluster_members=[], pinpoint_pages=[], docket_numbers=[], case_history=[], publication_status=None, source='Unknown', error=None, metadata={'is_in_cluster': False, 'cluster_id': None, 'cluster_size': 0, 'cluster_members': [], 'cluster_extracted_case_name': None, 'cluster_extracted_date': None}, cluster_id=None) |  |  |  | 1984 | 
ToA | CitationResult(citation='80 L.Ed. 2d 674', case_name=None, extracted_case_name=None, extracted_date='1984', canonical_name=None, canonical_date=None, verified=False, url=None, court=None, docket_number=None, confidence=0.0, method='regex', pattern='l_ed2d', context='L.Ed. 2d 562 (1967) .............................................................. 5, 18, 19 Strickland v. Washington, 466 U.S. 668, 104 S.Ct. 2052, 80 L.Ed. 2d 674 (1984) ...................................................................... 6, 7 Terry v. Ohio, 392 U.S. 1, 88 S.Ct. 1868, 20 L.Ed. 2d 889 (1968) .', start_index=3431, end_index=3446, is_parallel=True, is_cluster=False, parallel_citations=['466 U.S. 668', '104 S.Ct. 2052'], cluster_members=[], pinpoint_pages=[], docket_numbers=[], case_history=[], publication_status=None, source='Unknown', error=None, metadata={'is_in_cluster': False, 'cluster_id': None, 'cluster_size': 0, 'cluster_members': [], 'cluster_extracted_case_name': None, 'cluster_extracted_date': None}, cluster_id=None) |  |  |  | 1984 | 
ToA | CitationResult(citation='04 Wash.2d 412, 705 P.2d 1182', case_name=None, extracted_case_name=None, extracted_date='1985', canonical_name=None, canonical_date=None, verified=False, url=None, court=None, docket_number=None, confidence=0.7999999999999999, method='regex', pattern='parallel_citation_cluster', context='........................................ .31 State v. Grier, 171 Wn.2d 17,246 P.3d 1260 (201 I) .............................. 7, 8 State v. Guloy, I 04 Wash.2d 412, 705 P.2d 1182 (1985) .......................... 17 -v-TABLE OF AUTHORITIES (continued) State v. Hendrickson, 129 Wn.2d 61,917 P.2d 563 (1996) .....................', start_index=1444, end_index=1473, is_parallel=True, is_cluster=False, parallel_citations=[], cluster_members=[], pinpoint_pages=[], docket_numbers=[], case_history=[], publication_status=None, source='regex', error=None, metadata={'is_in_cluster': False, 'cluster_id': None, 'cluster_size': 0, 'cluster_members': [], 'cluster_extracted_case_name': None, 'cluster_extracted_date': None}, cluster_id=None) |  |  |  | 1985 | 
ToA | CitationResult(citation='705 P.2d 1182', case_name=None, extracted_case_name=None, extracted_date='1985', canonical_name=None, canonical_date=None, verified=False, url=None, court=None, docket_number=None, confidence=0.7999999999999999, method='regex', pattern='flexible_p2d', context='........................ .31 State v. Grier, 171 Wn.2d 17,246 P.3d 1260 (201 I) .............................. 7, 8 State v. Guloy, I 04 Wash.2d 412, 705 P.2d 1182 (1985) .......................... 17 -v-TABLE OF AUTHORITIES (continued) State v. Hendrickson, 129 Wn.2d 61,917 P.2d 563 (1996) .....................', start_index=1460, end_index=1473, is_parallel=False, is_cluster=False, parallel_citations=[], cluster_members=[], pinpoint_pages=[], docket_numbers=[], case_history=[], publication_status=None, source='regex', error=None, metadata={'is_in_cluster': False, 'cluster_id': None, 'cluster_size': 0, 'cluster_members': [], 'cluster_extracted_case_name': None, 'cluster_extracted_date': None}, cluster_id=None) |  |  |  | 1985 | 
ToA | CitationResult(citation='172 Wn.2d 438, 258 P.3d 43', case_name=None, extracted_case_name=None, extracted_date='1990', canonical_name=None, canonical_date=None, verified=False, url=None, court=None, docket_number=None, confidence=0.7999999999999999, method='regex', pattern='parallel_citation_cluster', context='916 (2009) ............................. 6 State v. Swan, 114 Wn.2d 613, 790 P.2d 610 (1990) ................................ 24 State v. Thorgerson, 172 Wn.2d 438, 258 P.3d 43 (2011) ........................ 23 State v. Valentine, 132 Wn.2d I, 935 P.2d 1294 (1997) .............................. 9 State v. Warren, 165 Wn.2d', start_index=2687, end_index=2713, is_parallel=True, is_cluster=False, parallel_citations=[], cluster_members=[], pinpoint_pages=[], docket_numbers=[], case_history=[], publication_status=None, source='regex', error=None, metadata={'is_in_cluster': False, 'cluster_id': None, 'cluster_size': 0, 'cluster_members': [], 'cluster_extracted_case_name': None, 'cluster_extracted_date': None}, cluster_id=None) |  |  |  | 1990 | 
ToA | CitationResult(citation='258 P.3d 43', case_name=None, extracted_case_name=None, extracted_date='1990', canonical_name=None, canonical_date=None, verified=False, url=None, court=None, docket_number=None, confidence=0.7999999999999999, method='regex', pattern='flexible_p3d', context='......................... 6 State v. Swan, 114 Wn.2d 613, 790 P.2d 610 (1990) ................................ 24 State v. Thorgerson, 172 Wn.2d 438, 258 P.3d 43 (2011) ........................ 23 State v. Valentine, 132 Wn.2d I, 935 P.2d 1294 (1997) .............................. 9 State v. Warren, 165 Wn.2d', start_index=2702, end_index=2713, is_parallel=False, is_cluster=False, parallel_citations=[], cluster_members=[], pinpoint_pages=[], docket_numbers=[], case_history=[], publication_status=None, source='regex', error=None, metadata={'is_in_cluster': False, 'cluster_id': None, 'cluster_size': 0, 'cluster_members': [], 'cluster_extracted_case_name': None, 'cluster_extracted_date': None}, cluster_id=None) |  |  |  | 1990 | 
Main Body | CitationResult(citation='790 P.2d 610', case_name=None, extracted_case_name='State v. Swan', extracted_date='1990', canonical_name=None, canonical_date=None, verified=False, url=None, court=None, docket_number=None, confidence=0.0, method='regex', pattern='flexible_p2d', context='d then, when it is adverse, use the claimed misconduct as a life preserver on a motion for new trial or on appeal." State v. Swan, 114 Wn.2d 613,661, 790 P.2d 610,635 (1990) (quoting Jones v. Hogan, 56 Wn.2d 23, 27,351 P.2d 153 (I 960)). Defendant did not meet the required burden to 3. demonstrate prosecutorial', start_index=29375, end_index=29387, is_parallel=True, is_cluster=False, parallel_citations=['114 Wn.2d 613', '56 Wn.2d 23', '351 P.2d 153'], cluster_members=[], pinpoint_pages=[], docket_numbers=[], case_history=[], publication_status=None, source='Unknown', error=None, metadata={'is_in_cluster': True, 'cluster_id': 'cluster_proximity_4', 'cluster_size': 4, 'cluster_members': ('114 Wn.2d 613', '790 P.2d 610', '56 Wn.2d 23', '351 P.2d 153'), 'cluster_extracted_case_name': 'State v. Swan', 'cluster_extracted_date': None, 'cluster_canonical_name': 'State v. Swan', 'cluster_canonical_date': None, 'cluster_url': None, 'cluster_confidence': 0.0, 'cluster_type': 'proximity'}, cluster_id=None) |  |  | State v. Swan | 1990 | 
Main Body | CitationResult(citation='56 Wn.2d 23', case_name=None, extracted_case_name=None, extracted_date='1990', canonical_name=None, canonical_date=None, verified=False, url=None, court=None, docket_number=None, confidence=0.0, method='regex', pattern='parallel_citation_cluster', context='nduct as a life preserver on a motion for new trial or on appeal." State v. Swan, 114 Wn.2d 613,661, 790 P.2d 610,635 (1990) (quoting Jones v. Hogan, 56 Wn.2d 23, 27,351 P.2d 153 (I 960)). Defendant did not meet the required burden to 3. demonstrate prosecutorial misconduct when the prosecutor asked questions', start_index=29424, end_index=29435, is_parallel=True, is_cluster=False, parallel_citations=['114 Wn.2d 613', '790 P.2d 610', '351 P.2d 153'], cluster_members=[], pinpoint_pages=[], docket_numbers=[], case_history=[], publication_status=None, source='Unknown', error=None, metadata={'is_in_cluster': True, 'cluster_id': 'cluster_proximity_4', 'cluster_size': 4, 'cluster_members': ('114 Wn.2d 613', '790 P.2d 610', '56 Wn.2d 23', '351 P.2d 153'), 'cluster_extracted_case_name': 'State v. Swan', 'cluster_extracted_date': None, 'cluster_canonical_name': 'State v. Swan', 'cluster_canonical_date': None, 'cluster_url': None, 'cluster_confidence': 0.0, 'cluster_type': 'proximity'}, cluster_id=None) |  |  |  | 1990 | 
Main Body | CitationResult(citation='351 P.2d 153', case_name=None, extracted_case_name=None, extracted_date='1990', canonical_name=None, canonical_date=None, verified=False, url=None, court=None, docket_number=None, confidence=0.0, method='regex', pattern='flexible_p2d', context='preserver on a motion for new trial or on appeal." State v. Swan, 114 Wn.2d 613,661, 790 P.2d 610,635 (1990) (quoting Jones v. Hogan, 56 Wn.2d 23, 27,351 P.2d 153 (I 960)). Defendant did not meet the required burden to 3. demonstrate prosecutorial misconduct when the prosecutor asked questions to decide whether', start_index=29440, end_index=29452, is_parallel=True, is_cluster=False, parallel_citations=['114 Wn.2d 613', '790 P.2d 610', '56 Wn.2d 23'], cluster_members=[], pinpoint_pages=[], docket_numbers=[], case_history=[], publication_status=None, source='Unknown', error=None, metadata={'is_in_cluster': True, 'cluster_id': 'cluster_proximity_4', 'cluster_size': 4, 'cluster_members': ('114 Wn.2d 613', '790 P.2d 610', '56 Wn.2d 23', '351 P.2d 153'), 'cluster_extracted_case_name': 'State v. Swan', 'cluster_extracted_date': None, 'cluster_canonical_name': 'State v. Swan', 'cluster_canonical_date': None, 'cluster_url': None, 'cluster_confidence': 0.0, 'cluster_type': 'proximity'}, cluster_id=None) |  |  |  | 1990 | 
ToA | CitationResult(citation='100 Wn. App. 457, 997 P.2d 950', case_name=None, extracted_case_name=None, extracted_date='1993', canonical_name=None, canonical_date=None, verified=False, url=None, court=None, docket_number=None, confidence=0.7999999999999999, method='regex', pattern='wash_complete', context='.3d 776 (2011) ............................ 8 State v. Collins, 121 Wn.2d 168,847 P.2d 919 (1993) .............................. I0 State v. Cormier, 100 Wn. App. 457, 997 P.2d 950 (2000) ......................... 9 State v. Emery, 174 Wn.2d 741,278 P.3d 653 (2012) ............................... 23 State v. Gauthier, 189 Wn. Ap', start_index=727, end_index=757, is_parallel=True, is_cluster=False, parallel_citations=[], cluster_members=[], pinpoint_pages=[], docket_numbers=[], case_history=[], publication_status=None, source='regex', error=None, metadata={'is_in_cluster': True, 'cluster_id': 'merged_26', 'cluster_size': 26, 'cluster_members': ('168 Wn.2d 382,229 P.3d 678', '229 P.3d 678', '56 Wn.2d 23,351 P.2d 153', '351 P.2d 153', '127 Wn. App. 511, 111 P.3d 899', '111 P.3d 899', '141 Wn.2d 731, 10 P.3d 358', '10 P.3d 358', '126 Wn.2d 136, 892 P.2d 29', '892 P.2d 29', '132 Wn.2d 529, 940 P.2d 546', '940 P.2d 546', '159 Wn. App. 366,245 P.3d 776', '245 P.3d 776', '121 Wn.2d 168,847 P.2d 919', '847 P.2d 919', '100 Wn. App. 457, 997 P.2d 950', '997 P.2d 950', '174 Wn.2d 741,278 P.3d 653', '278 P.3d 653', '189 Wn. App. 30,354 P.3d 900', '354 P.3d 900', '169 Wn. App. 428, 282 P.3d 98', '282 P.3d 98', '97 Wn. App. 55,982 P.2d 627', '982 P.2d 627'), 'cluster_extracted_case_name': 'In re Det. of Pouncy', 'cluster_extracted_date': '2010', 'cluster_canonical_name': 'In re Det. of Pouncy', 'cluster_canonical_date': '2010', 'cluster_url': None, 'cluster_confidence': 0.21538461538461537, 'cluster_type': 'merged'}, cluster_id=None) |  |  |  | 1993 | 
ToA | CitationResult(citation='997 P.2d 950', case_name=None, extracted_case_name=None, extracted_date='1993', canonical_name=None, canonical_date=None, verified=False, url=None, court=None, docket_number=None, confidence=0.7999999999999999, method='regex', pattern='flexible_p2d', context='......................... 8 State v. Collins, 121 Wn.2d 168,847 P.2d 919 (1993) .............................. I0 State v. Cormier, 100 Wn. App. 457, 997 P.2d 950 (2000) ......................... 9 State v. Emery, 174 Wn.2d 741,278 P.3d 653 (2012) ............................... 23 State v. Gauthier, 189 Wn. Ap', start_index=745, end_index=757, is_parallel=False, is_cluster=False, parallel_citations=[], cluster_members=[], pinpoint_pages=[], docket_numbers=[], case_history=[], publication_status=None, source='regex', error=None, metadata={'is_in_cluster': True, 'cluster_id': 'merged_26', 'cluster_size': 26, 'cluster_members': ('168 Wn.2d 382,229 P.3d 678', '229 P.3d 678', '56 Wn.2d 23,351 P.2d 153', '351 P.2d 153', '127 Wn. App. 511, 111 P.3d 899', '111 P.3d 899', '141 Wn.2d 731, 10 P.3d 358', '10 P.3d 358', '126 Wn.2d 136, 892 P.2d 29', '892 P.2d 29', '132 Wn.2d 529, 940 P.2d 546', '940 P.2d 546', '159 Wn. App. 366,245 P.3d 776', '245 P.3d 776', '121 Wn.2d 168,847 P.2d 919', '847 P.2d 919', '100 Wn. App. 457, 997 P.2d 950', '997 P.2d 950', '174 Wn.2d 741,278 P.3d 653', '278 P.3d 653', '189 Wn. App. 30,354 P.3d 900', '354 P.3d 900', '169 Wn. App. 428, 282 P.3d 98', '282 P.3d 98', '97 Wn. App. 55,982 P.2d 627', '982 P.2d 627'), 'cluster_extracted_case_name': 'In re Det. of Pouncy', 'cluster_extracted_date': '2010', 'cluster_canonical_name': 'In re Det. of Pouncy', 'cluster_canonical_date': '2010', 'cluster_url': None, 'cluster_confidence': 0.21538461538461537, 'cluster_type': 'merged'}, cluster_id=None) |  |  |  | 1993 | 
Main Body | CitationResult(citation='121 Wn.2d 168', case_name=None, extracted_case_name='State v. Collins', extracted_date='1993', canonical_name=None, canonical_date=None, verified=False, url=None, court=None, docket_number=None, confidence=0.0, method='regex', pattern='parallel_citation_cluster', context='suspicion is all that is necessary, some basis from which the court can determine that the [frisk] was not arbitrary or harassing." State v. Collins, 121 Wn.2d 168,173,847 P.2d 919 (1993). Here Officer Hake observed the defendant \'stare though him,\' exhibit symptoms that gave an appearance of being under the inf', start_index=10134, end_index=10147, is_parallel=True, is_cluster=False, parallel_citations=['847 P.2d 919'], cluster_members=[], pinpoint_pages=[], docket_numbers=[], case_history=[], publication_status=None, source='Unknown', error=None, metadata={'is_in_cluster': True, 'cluster_id': 'merged_2', 'cluster_size': 2, 'cluster_members': ('121 Wn.2d 168', '847 P.2d 919'), 'cluster_extracted_case_name': 'State v. Collins', 'cluster_extracted_date': '1993', 'cluster_canonical_name': 'State v. Collins', 'cluster_canonical_date': '1993', 'cluster_url': None, 'cluster_confidence': 0.0, 'cluster_type': 'merged'}, cluster_id=None) |  |  | State v. Collins | 1993 | 
